0,1,2,3,4,5,6,7,8,9,text,polarity,subjectivity,sentiment,neg,neu,pos,compound,text_len,text_word_count,punct,tokenized,nonstop,stemmed,rise
Microsoft announces second cycle of AI For Good Accelerator Program https://t.co/lc5wVkQeSp;,,,,,,,,,,microsoft announces second cycle of ai for good accelerator program https t co lc5wvkqesp ,0.35,0.30000000000000004,positive,,,,,90,14,microsoft announces second cycle of ai for good accelerator program https t co lc5wvkqesp ,"['microsoft', 'announces', 'second', 'cycle', 'of', 'ai', 'for', 'good', 'accelerator', 'program', 'https', 't', 'co', 'lc5wvkqesp', '']","['microsoft', 'announces', 'second', 'cycle', 'ai', 'good', 'accelerator', 'program', 'https', 'co', 'lc5wvkqesp', '']","['microsoft', 'announc', 'second', 'cycl', 'ai', 'good', 'acceler', 'program', 'http', 'co', 'lc5wvkqesp', '']",1
RT @kaemmto: Some good news, super excited to be joining @Microsoft @MicrosoftNG next week. Looking forward to the super amazing awesome ri…;,,,,,,,,, some good news,0.7,0.6000000000000001,positive,,,,,15,3, some good news,"['', 'some', 'good', 'news']","['', 'good', 'news']","['', 'good', 'news']",1
@Erii_hime @Erii_hime  i get it microsoft some people had to pay if they went xbox gold will not good.;,,,,,,,,,, erii hime erii hime i get it microsoft some people had to pay if they went xbox gold will not good ,-0.35,0.6000000000000001,negative,,,,,100,21, erii hime erii hime i get it microsoft some people had to pay if they went xbox gold will not good ,"['', 'erii', 'hime', 'erii', 'hime', 'i', 'get', 'it', 'microsoft', 'some', 'people', 'had', 'to', 'pay', 'if', 'they', 'went', 'xbox', 'gold', 'will', 'not', 'good', '']","['', 'erii', 'hime', 'erii', 'hime', 'get', 'microsoft', 'people', 'pay', 'went', 'xbox', 'gold', 'good', '']","['', 'erii', 'hime', 'erii', 'hime', 'get', 'microsoft', 'peopl', 'pay', 'went', 'xbox', 'gold', 'good', '']",1
RT @BenjaminP3ters: Artificial Intelligence Market Revenue, Opportunity, Forecast and Value Chain 2021-2030 By Top Key Players Google Inc.,…;,,,,,,, artificial intelligence market revenue,-0.6,1.0,positive,,,,,39,4, artificial intelligence market revenue,"['', 'artificial', 'intelligence', 'market', 'revenue']","['', 'artificial', 'intelligence', 'market', 'revenue']","['', 'artifici', 'intellig', 'market', 'revenu']",1
RT @seattletimes: The Pentagon is reconsidering how to make a massive shift to cloud computing, suggesting it could scrap the so-called JED…;,,,,,,,,, the pentagon is reconsidering how to make a massive shift to cloud computing,0.0,1.0,neutral,0.0,1.0,0.0,0.0,77,13, the pentagon is reconsidering how to make a massive shift to cloud computing,"['', 'the', 'pentagon', 'is', 'reconsidering', 'how', 'to', 'make', 'a', 'massive', 'shift', 'to', 'cloud', 'computing']","['', 'pentagon', 'reconsidering', 'make', 'massive', 'shift', 'cloud', 'computing']","['', 'pentagon', 'reconsid', 'make', 'massiv', 'shift', 'cloud', 'comput']",1
▶ Asia-Pacific markets set for cautious start after U.S. stocks decline overnight: U.S. markets fell overnight as i… https://t.co/sl7hMI87pn;,,,,,,,,,, asia pacific markets set for cautious start after u s stocks decline overnight u s markets fell overnight as i https t co sl7hmi87pn ,0.0,0.0,negative,,,,,134,24, asia pacific markets set for cautious start after u s stocks decline overnight u s markets fell overnight as i https t co sl7hmi87pn ,"['', 'asia', 'pacific', 'markets', 'set', 'for', 'cautious', 'start', 'after', 'u', 's', 'stocks', 'decline', 'overnight', 'u', 's', 'markets', 'fell', 'overnight', 'as', 'i', 'https', 't', 'co', 'sl7hmi87pn', '']","['', 'asia', 'pacific', 'markets', 'set', 'cautious', 'start', 'u', 'stocks', 'decline', 'overnight', 'u', 'markets', 'fell', 'overnight', 'https', 'co', 'sl7hmi87pn', '']","['', 'asia', 'pacif', 'market', 'set', 'cautiou', 'start', 'u', 'stock', 'declin', 'overnight', 'u', 'market', 'fell', 'overnight', 'http', 'co', 'sl7hmi87pn', '']",1
RT @richbadnets: Microsoft Excel is unnecessarily hard to understand;,,,,,,,,,, microsoft excel is unnecessarily hard to understand ,-0.2916666666666667,0.5416666666666666,positive,,,,,53,7, microsoft excel is unnecessarily hard to understand ,"['', 'microsoft', 'excel', 'is', 'unnecessarily', 'hard', 'to', 'understand', '']","['', 'microsoft', 'excel', 'unnecessarily', 'hard', 'understand', '']","['', 'microsoft', 'excel', 'unnecessarili', 'hard', 'understand', '']",1
@TheRock @steveaustinBSR  @WWEUniverse  @JohnCena #psndown @Microsoft @playstation @starwars @FansofLivePd  @Dell… https://t.co/OtxZ2k0vbO;,,,,,,,,,, therock steveaustinbsr wweuniverse johncena psndown microsoft playstation starwars fansoflivepd dell https t co otxz2k0vbo ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,124,14, therock steveaustinbsr wweuniverse johncena psndown microsoft playstation starwars fansoflivepd dell https t co otxz2kvbo ,"['', 'therock', 'steveaustinbsr', 'wweuniverse', 'johncena', 'psndown', 'microsoft', 'playstation', 'starwars', 'fansoflivepd', 'dell', 'https', 't', 'co', 'otxz2kvbo', '']","['', 'therock', 'steveaustinbsr', 'wweuniverse', 'johncena', 'psndown', 'microsoft', 'playstation', 'starwars', 'fansoflivepd', 'dell', 'https', 'co', 'otxz2kvbo', '']","['', 'therock', 'steveaustinbsr', 'wweunivers', 'johncena', 'psndown', 'microsoft', 'playstat', 'starwar', 'fansoflivepd', 'dell', 'http', 'co', 'otxz2kvbo', '']",1
@eCockpit89 @Mevans2703 I can see Microsoft and nintendo making a full on partnership console within the next gen a… https://t.co/xrzd3Mo2pO;,,,,,,,,,, ecockpit89 mevans2703 i can see microsoft and nintendo making a full on partnership console within the next gen a https t co xrzd3mo2po ,0.175,0.275,neutral,0.0,1.0,0.0,0.0,137,23, ecockpit8 mevans273 i can see microsoft and nintendo making a full on partnership console within the next gen a https t co xrzd3mo2po ,"['', 'ecockpit8', 'mevans273', 'i', 'can', 'see', 'microsoft', 'and', 'nintendo', 'making', 'a', 'full', 'on', 'partnership', 'console', 'within', 'the', 'next', 'gen', 'a', 'https', 't', 'co', 'xrzd3mo2po', '']","['', 'ecockpit8', 'mevans273', 'see', 'microsoft', 'nintendo', 'making', 'full', 'partnership', 'console', 'within', 'next', 'gen', 'https', 'co', 'xrzd3mo2po', '']","['', 'ecockpit8', 'mevans273', 'see', 'microsoft', 'nintendo', 'make', 'full', 'partnership', 'consol', 'within', 'next', 'gen', 'http', 'co', 'xrzd3mo2po', '']",1
RT @MSFTResearch: Today, we're thrilled to accept nominations and proposals for the Microsoft Research PhD Fellowship across Asia-Pacific,…;,,,,,,,, today,0.0,0.0,neutral,0.0,1.0,0.0,0.0,6,1, today,"['', 'today']","['', 'today']","['', 'today']",1
Desinstalé Microsoft Teams así que ahora no se me va a trabar más la pc cuando inicia, my kind of self care 😌;,,,,,,,,,desinstal microsoft teams as que ahora no se me va a trabar m s la pc cuando inicia,0.0,0.0,negative,,,,,83,18,desinstal microsoft teams as que ahora no se me va a trabar m s la pc cuando inicia,"['desinstal', 'microsoft', 'teams', 'as', 'que', 'ahora', 'no', 'se', 'me', 'va', 'a', 'trabar', 'm', 's', 'la', 'pc', 'cuando', 'inicia']","['desinstal', 'microsoft', 'teams', 'que', 'ahora', 'se', 'va', 'trabar', 'la', 'pc', 'cuando', 'inicia']","['desinst', 'microsoft', 'team', 'que', 'ahora', 'se', 'va', 'trabar', 'la', 'pc', 'cuando', 'inicia']",1
I treid to redesign Windows by my own. I was inspired by @vastglad @zeealeid. You're doing very good job guys!… https://t.co/3X3hnBde1C;,,,,,,,,,,i treid to redesign windows by my own i was inspired by vastglad zeealeid you re doing very good job guys https t co 3x3hnbde1c ,0.7549999999999999,0.8900000000000001,positive,,,,,128,25,i treid to redesign windows by my own i was inspired by vastglad zeealeid you re doing very good job guys https t co 3x3hnbde1c ,"['i', 'treid', 'to', 'redesign', 'windows', 'by', 'my', 'own', 'i', 'was', 'inspired', 'by', 'vastglad', 'zeealeid', 'you', 're', 'doing', 'very', 'good', 'job', 'guys', 'https', 't', 'co', '3x3hnbde1c', '']","['treid', 'redesign', 'windows', 'inspired', 'vastglad', 'zeealeid', 'good', 'job', 'guys', 'https', 'co', '3x3hnbde1c', '']","['treid', 'redesign', 'window', 'inspir', 'vastglad', 'zeealeid', 'good', 'job', 'guy', 'http', 'co', '3x3hnbde1c', '']",1
Well this is a new one...#outlook#microsoft#office#workflow#interrupted https://t.co/gzlhZhrk9p;,,,,,,,,,,well this is a new one outlook microsoft office workflow interrupted https t co gzlhzhrk9p ,0.13636363636363635,0.45454545454545453,negative,,,,,91,15,well this is a new one outlook microsoft office workflow interrupted https t co gzlhzhrkp ,"['well', 'this', 'is', 'a', 'new', 'one', 'outlook', 'microsoft', 'office', 'workflow', 'interrupted', 'https', 't', 'co', 'gzlhzhrkp', '']","['well', 'new', 'one', 'outlook', 'microsoft', 'office', 'workflow', 'interrupted', 'https', 'co', 'gzlhzhrkp', '']","['well', 'new', 'one', 'outlook', 'microsoft', 'offic', 'workflow', 'interrupt', 'http', 'co', 'gzlhzhrkp', '']",1
RT @markrussinovich: We're working on bringing eBPF to Windows: https://t.co/DFm0zVHee4;,,,,,,,,,, we re working on bringing ebpf to windows https t co dfm0zvhee4 ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,65,12, we re working on bringing ebpf to windows https t co dfmzvhee4 ,"['', 'we', 're', 'working', 'on', 'bringing', 'ebpf', 'to', 'windows', 'https', 't', 'co', 'dfmzvhee4', '']","['', 'working', 'bringing', 'ebpf', 'windows', 'https', 'co', 'dfmzvhee4', '']","['', 'work', 'bring', 'ebpf', 'window', 'http', 'co', 'dfmzvhee4', '']",1
RT @MedicVet68: HAVING A PROBLEM GETTING MAIL ON TIME? Here is the answer, I JUST READ ON Microsoft news, from the EXAMINER, The USPS has a…;,,,,,,, having a problem getting mail on time here is the answer,0.0,0.0,negative,,,,,57,11, having a problem getting mail on time here is the answer,"['', 'having', 'a', 'problem', 'getting', 'mail', 'on', 'time', 'here', 'is', 'the', 'answer']","['', 'problem', 'getting', 'mail', 'time', 'answer']","['', 'problem', 'get', 'mail', 'time', 'answer']",1
"RT @tgraf__: eBPF is coming to Windows 
https://t.co/EZ3MMAmbOr;",,,,,,,,,, ebpf is coming to windows https t co ez3mmambor ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,49,9, ebpf is coming to windows https t co ez3mmambor ,"['', 'ebpf', 'is', 'coming', 'to', 'windows', 'https', 't', 'co', 'ez3mmambor', '']","['', 'ebpf', 'coming', 'windows', 'https', 'co', 'ez3mmambor', '']","['', 'ebpf', 'come', 'window', 'http', 'co', 'ez3mmambor', '']",1
Smart Glasses Market Size 2021, Analysis By Leading Keyplayers | Google Glass, Microsoft, SONY, Apple, Samsung, New… https://t.co/PGxWLoygtF;,,,,smart glasses market size 2021,0.21428571428571427,0.6428571428571429,positive,,,,,30,5,smart glasses market size 221,"['smart', 'glasses', 'market', 'size', '221']","['smart', 'glasses', 'market', 'size', '221']","['smart', 'glass', 'market', 'size', '221']",1
"RT @JuddLegum: 2. The trove of information comes from @nabpac, the trade association for corporate PACs.
Board members include @Microsoft,…;",,,,,,,,,, 2 the trove of information comes from nabpac the trade association for corporate pacs board members include microsoft ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,119,18, 2 the trove of information comes from nabpac the trade association for corporate pacs board members include microsoft ,"['', '2', 'the', 'trove', 'of', 'information', 'comes', 'from', 'nabpac', 'the', 'trade', 'association', 'for', 'corporate', 'pacs', 'board', 'members', 'include', 'microsoft', '']","['', '2', 'trove', 'information', 'comes', 'nabpac', 'trade', 'association', 'corporate', 'pacs', 'board', 'members', 'include', 'microsoft', '']","['', '2', 'trove', 'inform', 'come', 'nabpac', 'trade', 'associ', 'corpor', 'pac', 'board', 'member', 'includ', 'microsoft', '']",1
Pentágono estudia cancelar multimillonario contrato adjudicado a Microsoft que lo enfrenta con Amazon https://t.co/MnPcqXkzfB\';,,,,,,,,,,pent gono estudia cancelar multimillonario contrato adjudicado a microsoft que lo enfrenta con amazon https t co mnpcqxkzfb ,0.0,0.0,positive,,,,,124,18,pent gono estudia cancelar multimillonario contrato adjudicado a microsoft que lo enfrenta con amazon https t co mnpcqxkzfb ,"['pent', 'gono', 'estudia', 'cancelar', 'multimillonario', 'contrato', 'adjudicado', 'a', 'microsoft', 'que', 'lo', 'enfrenta', 'con', 'amazon', 'https', 't', 'co', 'mnpcqxkzfb', '']","['pent', 'gono', 'estudia', 'cancelar', 'multimillonario', 'contrato', 'adjudicado', 'microsoft', 'que', 'lo', 'enfrenta', 'con', 'amazon', 'https', 'co', 'mnpcqxkzfb', '']","['pent', 'gono', 'estudia', 'cancelar', 'multimillonario', 'contrato', 'adjudicado', 'microsoft', 'que', 'lo', 'enfrenta', 'con', 'amazon', 'http', 'co', 'mnpcqxkzfb', '']",1
@Mrs_Carm @NerdPyle @Microsoft Should I explain this? I like my explanation the best;,,,,,,,,,, mrs carm nerdpyle microsoft should i explain this i like my explanation the best ,1.0,0.3,positive,,,,,82,14, mrs carm nerdpyle microsoft should i explain this i like my explanation the best ,"['', 'mrs', 'carm', 'nerdpyle', 'microsoft', 'should', 'i', 'explain', 'this', 'i', 'like', 'my', 'explanation', 'the', 'best', '']","['', 'mrs', 'carm', 'nerdpyle', 'microsoft', 'explain', 'like', 'explanation', 'best', '']","['', 'mr', 'carm', 'nerdpyl', 'microsoft', 'explain', 'like', 'explan', 'best', '']",1
"Did you know; there is a free tier available for #AzureCosmosDB. YUP! 
your eyes aint deceiving you ... free. as i… https://t.co/Ii3a5DPzfm;",,,,,,,,,,did you know there is a free tier available for azurecosmosdb yup your eyes aint deceiving you free as i https t co ii3a5dpzfm ,0.4000000000000001,0.6666666666666666,positive,,,,,127,24,did you know there is a free tier available for azurecosmosdb yup your eyes aint deceiving you free as i https t co ii3a5dpzfm ,"['did', 'you', 'know', 'there', 'is', 'a', 'free', 'tier', 'available', 'for', 'azurecosmosdb', 'yup', 'your', 'eyes', 'aint', 'deceiving', 'you', 'free', 'as', 'i', 'https', 't', 'co', 'ii3a5dpzfm', '']","['know', 'free', 'tier', 'available', 'azurecosmosdb', 'yup', 'eyes', 'aint', 'deceiving', 'free', 'https', 'co', 'ii3a5dpzfm', '']","['know', 'free', 'tier', 'avail', 'azurecosmosdb', 'yup', 'eye', 'aint', 'deceiv', 'free', 'http', 'co', 'ii3a5dpzfm', '']",1
RT @jmwooldridge: If I hadn't taken PhD econometrics that same quarter and done well, who knows what would've happened? Probably would've h…;,,,,,,,,, if i hadn t taken phd econometrics that same quarter and done well,0.0,0.125,positive,,,,,67,13, if i hadn t taken phd econometrics that same quarter and done well,"['', 'if', 'i', 'hadn', 't', 'taken', 'phd', 'econometrics', 'that', 'same', 'quarter', 'and', 'done', 'well']","['', 'taken', 'phd', 'econometrics', 'quarter', 'done', 'well']","['', 'taken', 'phd', 'econometr', 'quarter', 'done', 'well']",1
@AjaforCongress @JamesCheef The problem we have is the the US government forced software companies like Microsoft,… https://t.co/X2y9v0KZhz;,,,,,,,,, ajaforcongress jamescheef the problem we have is the the us government forced software companies like microsoft,-0.30000000000000004,0.2,negative,,,,,112,16, ajaforcongress jamescheef the problem we have is the the us government forced software companies like microsoft,"['', 'ajaforcongress', 'jamescheef', 'the', 'problem', 'we', 'have', 'is', 'the', 'the', 'us', 'government', 'forced', 'software', 'companies', 'like', 'microsoft']","['', 'ajaforcongress', 'jamescheef', 'problem', 'us', 'government', 'forced', 'software', 'companies', 'like', 'microsoft']","['', 'ajaforcongress', 'jamescheef', 'problem', 'us', 'govern', 'forc', 'softwar', 'compani', 'like', 'microsoft']",1
RT @merill: Ever wondered about exporting your Azure AD config? We built this Azure AD Exporter module for an internal hackathon and have o…;,,,,,,,,,, ever wondered about exporting your azure ad config we built this azure ad exporter module for an internal hackathon and have o ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,128,22, ever wondered about exporting your azure ad config we built this azure ad exporter module for an internal hackathon and have o ,"['', 'ever', 'wondered', 'about', 'exporting', 'your', 'azure', 'ad', 'config', 'we', 'built', 'this', 'azure', 'ad', 'exporter', 'module', 'for', 'an', 'internal', 'hackathon', 'and', 'have', 'o', '']","['', 'ever', 'wondered', 'exporting', 'azure', 'ad', 'config', 'built', 'azure', 'ad', 'exporter', 'module', 'internal', 'hackathon', '']","['', 'ever', 'wonder', 'export', 'azur', 'ad', 'config', 'built', 'azur', 'ad', 'export', 'modul', 'intern', 'hackathon', '']",1
RT @mihaela_v: Try the Playbook at https://t.co/eAt3G3FRYl;,,,,,,,,,, try the playbook at https t co eat3g3fryl ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,43,8, try the playbook at https t co eat3g3fryl ,"['', 'try', 'the', 'playbook', 'at', 'https', 't', 'co', 'eat3g3fryl', '']","['', 'try', 'playbook', 'https', 'co', 'eat3g3fryl', '']","['', 'tri', 'playbook', 'http', 'co', 'eat3g3fryl', '']",1
@JooWcp Poxa Microsoft, poha Marvel;,,,,,,,,, joowcp poxa microsoft,0.0,0.0,neutral,0.0,1.0,0.0,0.0,22,3, joowcp poxa microsoft,"['', 'joowcp', 'poxa', 'microsoft']","['', 'joowcp', 'poxa', 'microsoft']","['', 'joowcp', 'poxa', 'microsoft']",1
